Municipio;0 a 6 dias;7 a 27 dias;28 a 364 dias;Menor 1 ano (ign);Menor que 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 24 anos;25 a 29 anos;30 a 34 anos;35 a 39 anos;40 a 44 anos;45 a 49 anos;50 a 54 anos;55 a 59 anos;60 a 64 anos;65 a 69 anos;70 a 74 anos;75 a 79 anos;80 anos e mais;Idade ignorada;Total
110001 Alta Floresta D'Oeste;2;0;1;0;3;2;0;2;1;4;1;2;2;4;4;7;8;5;9;10;5;11;0;80
110037 Alto Alegre dos Parecis;1;0;3;0;4;0;0;1;0;2;0;1;0;2;3;1;3;1;1;2;1;5;0;27
110040 Alto Paraíso;3;0;0;0;3;0;0;0;1;2;6;5;2;2;2;4;7;4;3;4;5;5;0;55
110034 Alvorada D'Oeste;1;0;0;0;1;0;1;0;2;1;5;1;2;1;3;3;3;2;1;4;4;8;0;42
110002 Ariquemes;4;3;0;0;7;2;3;6;14;18;12;15;12;23;16;19;21;21;20;31;26;44;0;310
110045 Buritis;4;2;0;0;6;0;2;1;4;4;6;9;7;3;3;3;6;7;8;6;8;3;0;86
110003 Cabixi;1;0;0;0;1;0;0;0;0;3;0;0;1;0;1;0;3;2;2;2;2;5;0;22
110060 Cacaulândia;0;1;0;0;1;0;0;0;0;2;0;0;2;0;0;0;0;1;1;1;1;2;0;11
110004 Cacoal;6;3;5;0;14;2;2;2;6;11;10;4;9;6;20;15;14;13;11;14;16;43;0;212
110070 Campo Novo de Rondônia;0;0;0;0;0;0;0;0;3;1;1;4;1;6;3;3;3;0;2;2;3;0;0;32
110080 Candeias do Jamari;3;1;1;0;5;1;1;3;3;3;2;3;4;0;1;3;4;1;2;2;5;10;0;53
110090 Castanheiras;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;1;1;1;3;2;0;11
110005 Cerejeiras;0;0;0;0;0;1;0;0;4;1;2;1;2;3;2;1;4;4;8;4;5;13;0;55
110092 Chupinguaia;2;2;0;0;4;1;0;1;0;0;3;2;2;0;1;2;2;3;2;2;0;2;0;27
110006 Colorado do Oeste;3;0;0;0;3;0;0;1;1;2;2;1;1;1;2;5;1;2;8;11;9;15;0;65
110007 Corumbiara;2;1;0;0;3;2;0;0;1;1;0;2;0;0;1;0;0;1;0;1;1;0;1;14
110008 Costa Marques;1;0;2;2;5;0;0;0;2;0;3;2;1;1;1;1;3;1;2;2;2;2;2;30
110094 Cujubim;1;0;0;0;1;0;1;1;1;2;6;0;3;3;5;4;2;2;0;2;3;1;0;37
110009 Espigão D'Oeste;0;0;4;0;4;1;1;1;0;3;2;2;2;5;7;6;7;4;6;15;8;14;0;88
110100 Governador Jorge Teixeira;0;0;0;0;0;0;0;0;0;1;2;1;0;0;1;0;0;1;3;1;2;2;0;14
110010 Guajará-Mirim;6;1;3;0;10;1;0;0;0;3;3;3;5;6;5;5;12;11;5;3;8;19;0;99
110110 Itapuã do Oeste;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;2;3;1;3;2;3;1;19
110011 Jaru;6;1;1;0;8;0;2;1;2;6;1;4;12;10;4;4;10;4;15;7;16;15;2;123
110012 Ji-Paraná;14;2;5;0;21;2;1;1;12;17;22;25;20;22;32;15;30;31;29;53;37;63;1;434
110013 Machadinho D'Oeste;1;1;4;0;6;0;1;2;10;6;6;8;7;5;5;11;10;13;7;5;2;6;2;112
110120 Ministro Andreazza;1;0;0;0;1;1;0;0;0;3;1;0;1;2;1;0;2;0;1;2;1;3;0;19
110130 Mirante da Serra;0;1;0;0;1;0;0;1;1;1;3;0;0;0;1;3;1;4;5;4;3;8;0;36
110140 Monte Negro;2;0;0;0;2;0;0;0;1;0;4;4;2;4;4;0;3;2;3;3;4;0;0;36
110014 Nova Brasilândia D'Oeste;2;0;2;0;4;0;0;0;0;4;2;1;0;1;3;2;6;1;2;5;7;4;0;42
110033 Nova Mamoré;0;0;0;0;0;2;0;0;1;2;1;5;4;7;6;4;3;2;2;6;3;2;0;50
110143 Nova União;1;0;1;0;2;0;0;0;0;0;1;0;2;2;0;1;0;1;1;1;1;1;0;13
110050 Novo Horizonte do Oeste;0;1;0;0;1;1;0;0;1;0;3;2;0;2;1;0;0;2;1;1;2;2;0;19
110015 Ouro Preto do Oeste;5;2;1;0;8;0;0;2;2;8;6;3;5;7;7;8;9;8;11;18;9;23;0;134
110145 Parecis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;4
110018 Pimenta Bueno;2;0;0;0;2;2;1;0;3;4;6;4;3;0;8;8;8;6;7;8;13;16;1;100
110146 Pimenteiras do Oeste;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;6
110020 Porto Velho;38;20;29;0;87;10;8;15;45;55;58;62;62;62;89;91;90;95;88;82;74;147;7;1227
110025 Presidente Médici;3;0;3;0;6;0;1;0;1;0;1;3;3;1;1;2;4;4;8;9;11;15;0;70
110147 Primavera de Rondônia;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;2;0;2;1;0;9
110026 Rio Crespo;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;1;0;6
110028 Rolim de Moura;3;0;0;0;3;2;2;2;1;6;4;5;8;6;6;9;7;11;17;16;13;18;1;137
110029 Santa Luzia D'Oeste;1;0;0;0;1;1;0;0;2;0;1;0;0;0;1;1;1;1;2;4;3;4;0;22
110148 São Felipe D'Oeste;0;0;0;0;0;0;0;0;0;1;0;3;1;1;1;1;2;0;0;1;1;3;0;15
110149 São Francisco do Guaporé;1;1;0;0;2;2;1;0;2;1;1;2;1;2;4;0;1;0;3;3;1;2;0;28
110032 São Miguel do Guaporé;0;1;2;0;3;0;1;0;1;1;2;2;2;0;3;5;4;11;4;3;6;3;0;51
110150 Seringueiras;1;0;1;0;2;0;1;0;1;3;0;1;0;4;3;0;3;4;3;0;3;3;0;31
110155 Teixeirópolis;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;2;2;0;7
110160 Theobroma;1;0;0;0;1;0;0;1;0;2;2;0;2;0;2;3;2;2;2;5;2;3;0;29
110170 Urupá;1;0;0;0;1;0;0;1;0;2;2;2;0;2;1;2;1;3;5;3;0;7;0;32
110175 Vale do Anari;0;0;1;0;1;1;0;1;0;2;1;1;1;1;0;2;1;1;0;3;3;1;0;20
110180 Vale do Paraíso;0;0;0;0;0;0;0;0;0;0;1;2;1;2;0;2;1;1;1;1;2;4;0;18
110030 Vilhena;7;2;2;0;11;2;0;1;8;17;9;9;5;10;14;11;15;13;19;25;22;26;1;218
110000 Município ignorado - RO;0;0;0;0;0;0;0;0;0;0;0;1;5;4;4;3;1;0;0;1;0;1;4;24
120001 Acrelândia;1;0;2;0;3;1;0;0;1;1;1;1;0;2;1;3;1;1;1;1;2;1;0;21
120005 Assis Brasil;2;0;2;0;4;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;1;2;0;11
120010 Brasiléia;1;1;2;0;4;0;0;0;1;0;6;1;4;1;2;2;2;4;4;7;9;18;0;65
120013 Bujari;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;2;0;1;2;0;2;0;10
120017 Capixaba;2;0;0;0;2;1;0;0;2;0;0;0;0;0;0;0;2;2;1;2;0;1;0;13
120020 Cruzeiro do Sul;10;2;7;0;19;4;1;3;9;14;12;12;9;6;1;6;14;9;7;13;20;38;0;197
120025 Epitaciolândia;2;0;1;0;3;2;0;0;1;0;2;0;0;0;1;1;1;4;4;3;2;4;0;28
120030 Feijó;3;1;5;0;9;0;0;1;2;1;4;3;4;0;3;2;2;3;6;4;5;12;1;62
120032 Jordão;5;1;9;0;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;18
120033 Mâncio Lima;3;0;3;0;6;0;0;0;1;2;0;0;2;0;0;3;0;2;0;1;1;5;0;23
120034 Manoel Urbano;0;0;2;0;2;0;1;0;2;3;1;0;1;0;1;3;0;2;2;0;2;5;0;25
120035 Marechal Thaumaturgo;0;2;1;0;3;1;1;1;0;3;0;2;0;0;2;1;0;2;2;0;1;0;0;19
120038 Plácido de Castro;4;0;3;0;7;0;0;1;0;0;2;1;1;0;1;0;4;3;3;2;5;5;0;35
120080 Porto Acre;2;0;0;0;2;0;0;0;1;1;0;0;0;1;1;1;4;1;5;3;4;6;0;30
120039 Porto Walter;2;1;0;0;3;0;1;0;2;1;2;0;1;2;0;0;0;1;1;1;0;3;0;18
120040 Rio Branco;27;10;26;1;64;10;3;4;24;43;43;45;34;33;49;54;78;69;61;77;96;150;0;937
120042 Rodrigues Alves;1;0;2;0;3;1;1;0;1;0;6;1;0;1;1;0;0;0;2;0;1;1;0;19
120043 Santa Rosa do Purus;1;0;5;0;6;0;0;2;3;0;1;0;0;1;1;0;0;0;0;0;1;1;0;16
120050 Sena Madureira;5;1;2;0;8;4;0;0;3;0;3;2;3;2;3;8;6;5;3;6;5;16;0;77
120045 Senador Guiomard;1;0;1;0;2;0;0;0;2;0;0;2;1;1;2;3;3;1;3;6;7;10;0;43
120060 Tarauacá;10;2;6;0;18;5;1;2;4;2;0;3;2;2;2;3;1;6;2;8;6;10;0;77
120070 Xapuri;0;0;2;0;2;1;0;0;0;0;0;1;1;0;2;0;0;2;2;1;3;7;0;22
130002 Alvarães;2;0;1;0;3;0;0;0;0;0;1;0;1;0;1;1;0;0;1;1;2;3;0;14
130006 Amaturá;1;0;1;0;2;2;1;0;1;1;0;2;2;0;0;0;0;1;1;1;1;6;0;21
130008 Anamã;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;2;0;1;2;0;10
130010 Anori;1;0;4;0;5;1;0;0;2;2;1;0;2;2;0;0;0;2;1;1;1;5;0;25
130014 Apuí;3;0;0;0;3;0;0;1;1;2;0;3;3;1;2;2;3;1;1;1;2;1;0;27
130020 Atalaia do Norte;1;0;3;0;4;3;1;1;0;4;2;1;0;1;0;0;0;1;0;2;0;3;0;23
130030 Autazes;4;0;3;0;7;4;0;1;1;4;0;2;2;1;3;1;6;2;4;3;4;9;0;54
130040 Barcelos;2;0;0;0;2;2;1;0;1;0;1;1;0;2;2;1;1;0;1;2;6;5;0;28
130050 Barreirinha;3;2;4;0;9;3;2;1;2;0;1;0;2;0;1;0;1;0;4;6;8;6;0;46
130060 Benjamin Constant;2;2;7;0;11;3;0;0;1;3;1;3;4;1;3;2;3;3;3;5;9;8;0;63
130063 Beruri;0;0;3;0;3;1;0;0;0;1;1;0;0;1;1;2;0;1;0;1;2;1;0;15
130068 Boa Vista do Ramos;0;1;2;0;3;5;1;1;0;1;0;1;1;0;0;0;3;0;1;4;8;3;0;32
130070 Boca do Acre;4;0;1;0;5;2;0;1;0;1;1;5;5;1;3;2;4;0;2;2;0;6;0;40
130080 Borba;5;0;1;0;6;4;1;1;0;0;5;0;0;2;1;2;1;3;1;6;5;15;0;53
130083 Caapiranga;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;2;0;8
130090 Canutama;4;0;0;0;4;0;1;0;0;1;0;2;0;0;1;3;1;0;1;0;3;3;0;20
130100 Carauari;2;0;4;0;6;2;0;0;1;2;1;6;3;0;0;4;0;1;0;4;7;11;0;48
130110 Careiro;1;0;0;0;1;1;0;0;2;2;2;2;1;3;4;3;3;3;2;6;2;10;0;47
130115 Careiro da Várzea;1;1;1;0;3;2;1;0;0;2;0;0;1;1;1;0;2;2;2;3;4;7;0;31
130120 Coari;10;0;10;0;20;7;3;3;5;7;9;10;9;6;6;6;2;8;7;10;7;20;0;145
130130 Codajás;1;1;0;0;2;0;0;0;0;1;1;0;1;1;3;0;2;1;1;2;0;4;0;19
130140 Eirunepé;6;1;14;0;21;3;4;0;7;3;3;6;3;2;3;2;0;5;5;2;3;14;0;86
130150 Envira;6;0;4;0;10;1;0;1;0;2;0;5;1;0;3;0;1;2;2;2;4;5;0;39
130160 Fonte Boa;6;1;1;0;8;1;2;1;3;2;1;4;3;0;1;2;0;0;3;2;3;5;0;41
130165 Guajará;3;1;1;0;5;2;2;0;0;2;0;1;3;1;1;0;0;2;0;0;3;7;0;29
130170 Humaitá;2;3;1;0;6;0;0;0;0;4;4;3;4;7;2;1;2;8;6;11;10;21;0;89
130180 Ipixuna;4;1;1;0;6;1;0;1;0;2;1;1;2;0;0;1;1;1;1;1;0;5;0;24
130185 Iranduba;3;1;1;0;5;2;2;0;2;4;2;5;2;7;8;4;5;3;8;10;9;14;0;92
130190 Itacoatiara;12;2;11;0;25;0;1;3;8;3;10;10;9;9;6;8;6;11;14;20;19;28;0;190
130195 Itamarati;1;0;1;0;2;0;0;0;0;3;1;1;2;0;0;0;1;1;0;1;1;4;0;17
130200 Itapiranga;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;3;0;1;5;0;14
130210 Japurá;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3
130220 Juruá;0;0;1;0;1;0;0;0;1;0;0;1;0;1;1;1;0;0;1;0;0;2;0;9
130230 Jutaí;2;0;1;0;3;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;9
130240 Lábrea;7;4;5;0;16;5;3;1;2;4;5;3;2;4;4;3;5;5;4;10;6;7;0;89
130250 Manacapuru;7;1;11;0;19;6;0;5;2;6;9;4;10;7;12;3;6;8;13;17;13;40;0;180
130255 Manaquiri;0;0;1;0;1;1;1;0;0;0;2;0;2;0;1;0;3;2;5;1;1;9;0;29
130260 Manaus;175;57;94;0;326;51;41;47;184;297;288;219;194;218;251;286;347;348;370;360;356;619;14;4816
130270 Manicoré;4;0;3;0;7;0;1;0;2;5;2;3;4;2;3;2;3;5;2;6;5;7;0;59
130280 Maraã;1;1;0;0;2;1;0;1;0;1;1;0;0;3;1;0;3;0;1;2;0;3;0;19
130290 Maués;6;0;5;0;11;4;1;0;4;5;4;5;3;5;1;4;9;6;11;8;13;23;0;117
130300 Nhamundá;0;0;3;0;3;3;0;1;1;0;0;0;0;0;0;2;0;0;5;1;1;5;0;22
130310 Nova Olinda do Norte;4;0;3;0;7;3;0;0;0;0;1;1;2;4;2;2;2;3;0;4;3;12;0;46
130320 Novo Airão;0;0;0;0;0;1;2;0;2;0;1;2;1;1;0;1;1;0;2;3;3;4;0;24
130330 Novo Aripuanã;5;0;0;0;5;1;1;0;1;2;1;2;1;1;0;3;2;0;1;1;1;3;0;26
130340 Parintins;9;1;6;0;16;8;0;2;5;6;8;8;7;1;11;12;8;14;14;16;11;59;0;206
130350 Pauini;1;0;2;0;3;1;0;1;1;0;0;0;0;0;1;1;2;0;0;1;0;0;0;11
130353 Presidente Figueiredo;0;0;1;0;1;0;0;0;4;1;6;8;2;3;1;2;6;1;1;1;3;6;3;49
130356 Rio Preto da Eva;0;0;0;0;0;1;0;1;2;0;0;1;3;1;1;6;3;1;3;3;1;3;1;31
130360 Santa Isabel do Rio Negro;5;0;1;0;6;3;1;0;4;7;2;2;0;4;0;1;2;0;0;3;1;1;0;37
130370 Santo Antônio do Içá;3;1;2;0;6;4;1;0;1;1;3;1;1;1;1;0;0;3;0;2;1;2;0;28
130380 São Gabriel da Cachoeira;8;4;17;0;29;14;2;3;6;5;4;7;6;5;6;4;7;7;8;6;8;18;0;145
130390 São Paulo de Olivença;7;1;1;0;9;3;2;0;2;2;3;1;1;2;3;1;3;2;2;5;3;7;0;51
130395 São Sebastião do Uatumã;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;4;0;5;0;13
130400 Silves;2;0;1;0;3;0;0;0;0;1;1;0;0;0;1;0;0;1;2;2;1;3;0;15
130406 Tabatinga;6;3;15;0;24;9;2;4;8;10;9;7;7;8;3;1;6;3;6;7;4;15;0;133
130410 Tapauá;1;0;2;0;3;4;0;1;1;2;2;1;0;0;2;0;0;0;2;1;2;5;0;26
130420 Tefé;11;1;3;0;15;3;0;3;3;7;5;3;2;6;8;6;3;6;8;7;7;11;0;103
130423 Tonantins;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;4
130426 Uarini;2;0;0;0;2;1;1;2;0;0;1;1;0;2;0;1;1;0;0;0;2;2;0;16
130430 Urucará;1;1;0;0;2;1;0;1;0;0;2;1;2;2;0;0;1;0;1;2;2;3;0;20
130440 Urucurituba;0;0;1;0;1;2;0;1;1;0;0;2;0;3;2;2;0;2;0;3;1;7;0;27
130000 Município ignorado - AM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
140005 Alto Alegre;7;0;9;0;16;4;2;1;1;2;1;3;1;2;3;4;1;0;1;1;2;3;0;48
140002 Amajari;2;1;7;0;10;5;0;2;2;0;1;2;0;1;1;2;2;0;1;2;0;2;0;33
140010 Boa Vista;20;10;14;1;45;7;6;5;25;29;38;27;29;32;41;40;48;43;39;45;47;81;4;631
140015 Bonfim;0;1;0;0;1;0;0;1;0;2;1;1;0;4;1;3;2;1;0;2;0;0;0;19
140017 Cantá;0;1;2;0;3;0;0;1;1;0;1;1;4;3;1;1;1;1;2;1;0;2;0;23
140020 Caracaraí;4;0;0;0;4;2;0;0;3;1;1;1;2;1;4;1;2;2;3;1;4;3;0;35
140023 Caroebe;0;0;0;0;0;0;0;0;3;1;1;0;2;1;0;2;0;2;0;3;1;1;0;17
140028 Iracema;1;0;2;0;3;3;0;0;1;2;1;1;0;1;1;0;2;0;1;0;3;0;1;20
140030 Mucajaí;0;0;0;0;0;1;0;1;1;4;1;5;3;4;3;1;2;1;4;2;3;2;0;38
140040 Normandia;0;0;3;0;3;0;0;1;0;0;0;1;0;0;2;0;0;1;1;0;1;0;0;10
140045 Pacaraima;0;1;1;0;2;1;0;0;0;0;0;0;1;2;0;2;0;1;0;0;1;3;0;13
140047 Rorainópolis;1;1;1;0;3;1;1;1;1;1;3;1;2;1;3;1;2;1;3;4;1;2;0;32
140050 São João da Baliza;0;0;0;0;0;0;1;0;0;0;1;0;1;1;1;2;1;0;0;0;3;0;0;11
140060 São Luiz;0;0;0;0;0;0;0;1;2;0;1;0;1;1;3;0;1;0;1;0;0;1;0;12
140070 Uiramutã;0;0;5;0;5;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;1;1;0;11
140000 Município ignorado - RR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
150010 Abaetetuba;9;5;5;0;19;8;3;7;10;16;12;16;8;11;15;16;22;25;27;16;23;52;0;306
150013 Abel Figueiredo;3;0;1;0;4;2;0;0;1;3;4;2;2;0;0;0;0;0;0;1;1;1;0;21
150020 Acará;5;2;2;0;9;3;0;3;3;7;6;3;1;2;6;4;4;7;8;8;6;16;0;96
150030 Afuá;5;1;1;0;7;0;2;1;1;2;4;0;3;2;3;3;0;2;1;2;4;4;0;41
150034 Água Azul do Norte;1;0;0;0;1;0;0;0;2;1;4;1;3;3;5;5;1;1;2;1;5;4;0;39
150040 Alenquer;12;2;4;0;18;2;4;0;3;7;8;0;4;4;6;5;7;9;9;12;10;34;0;142
150050 Almeirim;2;1;4;0;7;0;1;0;1;5;1;1;3;1;1;0;1;3;4;4;5;11;0;49
150060 Altamira;16;2;8;0;26;2;3;3;11;14;11;16;10;8;12;14;18;23;26;33;29;52;4;315
150070 Anajás;0;0;1;0;1;0;1;2;1;0;0;1;0;2;2;0;0;2;2;4;7;5;0;30
150080 Ananindeua;62;16;21;0;99;6;10;9;80;96;74;69;62;45;61;70;70;85;94;79;88;125;0;1222
150085 Anapu;3;0;5;0;8;1;0;1;3;2;1;2;4;2;3;6;3;0;2;3;1;0;0;42
150090 Augusto Corrêa;4;1;2;0;7;1;1;1;2;0;0;2;2;0;2;4;3;4;5;4;3;8;0;49
150095 Aurora do Pará;2;0;0;0;2;0;1;0;2;1;0;1;4;2;1;1;2;1;4;2;2;6;0;32
150100 Aveiro;1;0;0;0;1;2;0;0;0;1;0;2;2;2;0;0;2;1;6;0;0;1;0;20
150110 Bagre;2;0;2;0;4;3;2;0;1;1;0;2;0;1;1;1;0;0;3;0;0;7;0;26
150120 Baião;5;1;1;0;7;0;0;2;2;1;3;1;3;3;2;0;3;4;2;1;3;3;0;40
150125 Bannach;1;0;0;0;1;0;0;0;0;1;0;0;1;2;2;0;0;0;0;2;1;0;0;10
150130 Barcarena;14;3;2;0;19;7;4;2;13;22;10;11;7;11;10;10;16;15;12;15;14;30;0;228
150140 Belém;119;36;45;0;200;31;20;42;186;251;218;182;173;190;201;269;278;305;344;376;390;653;30;4339
150145 Belterra;2;0;1;0;3;0;0;2;0;0;0;0;1;0;3;2;5;0;4;8;7;9;0;44
150150 Benevides;2;0;4;0;6;2;1;1;1;11;8;10;5;4;6;10;5;7;8;15;8;13;0;121
150157 Bom Jesus do Tocantins;2;0;5;0;7;0;0;0;1;5;3;1;2;3;3;2;2;7;3;1;2;7;0;49
150160 Bonito;1;0;1;0;2;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;2;0;8
150170 Bragança;14;5;11;0;30;3;1;3;7;11;8;9;10;5;14;19;16;22;21;23;23;67;0;292
150172 Brasil Novo;1;1;1;0;3;1;0;0;2;1;1;1;4;3;1;4;4;1;4;3;5;15;8;61
150175 Brejo Grande do Araguaia;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;1;2;0;0;0;2;0;9
150178 Breu Branco;2;1;6;0;9;4;3;3;7;15;8;8;5;3;4;3;3;5;7;10;5;10;0;112
150180 Breves;22;5;11;0;38;6;3;2;9;9;5;5;6;4;4;7;5;9;8;5;8;19;0;152
150190 Bujaru;1;0;2;0;3;0;2;1;1;2;2;2;2;5;1;2;4;5;2;2;4;6;0;46
150200 Cachoeira do Arari;3;0;0;0;3;2;0;2;1;1;1;2;0;0;2;1;1;2;0;1;3;4;0;26
150195 Cachoeira do Piriá;0;1;1;0;2;1;1;1;0;1;0;0;0;0;0;1;1;2;2;1;0;5;1;19
150210 Cametá;18;0;7;0;25;6;5;7;8;8;11;6;7;12;6;18;9;13;17;21;19;63;0;261
150215 Canaã dos Carajás;5;0;1;0;6;0;1;0;0;10;5;1;5;4;3;7;3;4;4;5;5;4;0;67
150220 Capanema;3;2;1;0;6;0;0;2;4;0;7;2;4;6;6;8;9;10;10;20;21;31;1;147
150230 Capitão Poço;5;2;4;0;11;1;0;2;2;17;9;12;3;7;6;5;6;5;9;8;14;18;0;135
150240 Castanhal;19;2;5;0;26;6;1;2;21;42;30;27;13;16;23;26;25;33;37;55;44;69;0;496
150250 Chaves;0;0;1;0;1;3;1;1;1;0;3;1;0;1;0;0;1;0;2;0;1;1;0;17
150260 Colares;3;0;1;0;4;0;0;1;1;1;0;0;0;2;1;1;3;1;5;1;4;4;0;29
150270 Conceição do Araguaia;6;0;5;0;11;1;1;1;5;7;7;9;11;9;6;8;9;4;9;12;13;25;0;148
150275 Concórdia do Pará;2;0;4;1;7;2;2;0;1;1;3;2;0;2;4;3;3;2;3;5;7;12;0;59
150276 Cumaru do Norte;1;1;0;0;2;2;0;0;0;1;4;1;2;3;0;3;1;2;1;2;0;1;0;25
150277 Curionópolis;4;0;0;0;4;0;0;3;2;2;2;2;4;4;2;2;3;3;10;8;7;6;1;65
150280 Curralinho;5;1;4;0;10;4;0;1;2;0;1;0;1;0;1;1;0;2;4;2;3;6;0;38
150285 Curuá;2;1;1;0;4;0;1;0;1;0;0;0;1;1;0;1;1;4;2;3;3;7;0;29
150290 Curuçá;4;0;1;0;5;0;0;0;1;3;2;0;2;3;2;2;2;5;7;6;7;14;0;61
150293 Dom Eliseu;3;2;3;0;8;2;0;1;4;6;11;8;6;5;9;3;6;2;4;8;7;3;0;93
150295 Eldorado do Carajás;4;0;5;0;9;1;2;1;6;16;4;5;3;7;4;5;3;8;7;6;6;3;3;99
150300 Faro;1;0;1;1;3;0;1;0;0;0;2;0;0;1;1;0;1;1;0;2;0;4;0;16
150304 Floresta do Araguaia;1;1;1;0;3;2;0;0;0;1;0;3;2;5;4;3;2;5;1;1;4;4;0;40
150307 Garrafão do Norte;1;0;0;0;1;3;1;2;4;5;2;3;4;5;2;3;5;3;4;3;3;9;0;62
150309 Goianésia do Pará;6;1;0;0;7;2;0;1;11;4;7;3;4;4;2;5;5;6;7;4;3;7;1;83
150310 Gurupá;5;0;0;0;5;1;0;1;0;1;0;1;0;1;0;1;3;0;3;2;0;1;0;20
150320 Igarapé-Açu;4;1;0;0;5;3;0;1;2;1;1;2;4;4;2;2;6;12;7;7;11;19;0;89
150330 Igarapé-Miri;4;0;5;0;9;4;0;0;5;9;7;6;4;5;3;8;12;5;9;15;11;25;0;137
150340 Inhangapi;1;0;1;0;2;0;0;0;1;0;1;2;0;1;0;2;0;2;5;3;3;5;0;27
150345 Ipixuna do Pará;7;1;4;1;13;1;0;0;2;8;4;4;5;2;2;3;3;5;7;5;1;9;1;75
150350 Irituia;4;0;3;0;7;0;3;1;1;5;3;1;2;3;1;4;3;4;7;9;10;17;0;81
150360 Itaituba;17;2;1;0;20;4;2;2;12;19;11;23;14;11;19;22;13;18;29;29;21;30;0;299
150370 Itupiranga;4;2;8;0;14;3;1;2;8;9;9;12;5;10;7;8;5;10;11;12;7;12;2;147
150375 Jacareacanga;2;2;3;0;7;3;0;0;1;1;0;1;1;2;0;0;0;3;2;1;1;1;0;24
150380 Jacundá;7;1;4;0;12;3;2;3;6;17;7;8;10;13;6;10;8;6;7;11;15;27;4;175
150390 Juruti;11;1;2;0;14;2;1;1;2;3;0;2;2;1;0;1;2;1;5;3;1;5;0;46
150400 Limoeiro do Ajuru;5;0;0;0;5;1;0;1;2;1;0;1;2;0;2;4;0;2;1;3;1;4;0;30
150405 Mãe do Rio;7;1;4;0;12;3;1;1;3;6;2;6;11;2;2;2;4;6;6;6;3;21;0;97
150410 Magalhães Barata;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;2;1;3;2;2;3;0;16
150420 Marabá;29;12;21;0;62;10;7;7;50;79;88;69;49;48;32;43;51;49;44;61;47;81;0;877
150430 Maracanã;1;1;0;0;2;1;0;0;2;5;1;3;4;1;4;1;1;9;6;10;7;19;0;76
150440 Marapanim;2;1;3;0;6;1;0;0;1;3;2;0;2;3;5;3;5;3;8;7;9;14;0;72
150442 Marituba;4;4;6;0;14;1;1;5;19;21;24;21;12;20;15;23;21;22;19;26;18;36;4;322
150445 Medicilândia;3;1;0;0;4;2;0;0;1;2;3;1;1;4;7;1;5;4;6;6;5;8;0;60
150450 Melgaço;1;1;1;0;3;1;0;1;0;0;0;2;0;1;0;2;3;1;1;2;0;2;0;19
150460 Mocajuba;4;0;0;0;4;2;1;1;1;1;1;3;1;0;2;5;3;2;2;1;1;8;0;39
150470 Moju;6;2;5;0;13;5;1;1;5;12;9;9;5;3;4;5;4;5;5;6;3;6;0;101
150480 Monte Alegre;5;5;5;1;16;2;1;1;5;4;2;1;2;7;4;1;7;7;8;13;11;32;0;124
150490 Muaná;3;2;1;0;6;5;1;1;3;1;0;1;1;4;1;0;0;4;6;2;3;11;0;50
150495 Nova Esperança do Piriá;3;0;2;0;5;0;0;0;1;5;2;1;2;2;0;3;2;1;0;1;1;5;0;31
150497 Nova Ipixuna;0;0;4;0;4;0;0;0;0;2;3;3;0;2;1;4;0;2;3;4;1;3;0;32
150500 Nova Timboteua;1;1;2;0;4;0;0;0;0;1;0;0;1;1;1;0;2;2;2;3;3;8;0;28
150503 Novo Progresso;3;0;2;0;5;1;1;1;3;6;9;6;9;7;9;11;7;4;1;2;2;4;4;92
150506 Novo Repartimento;8;4;7;0;19;5;2;0;4;19;9;7;7;5;8;8;10;8;9;10;6;17;0;153
